fqdn,ip_addr,port,cloud_type,method,origin_url,url,vendor_name,prod_name,prod_version,prod_trigger,prod_type,prod_vuln,origin_login,origin_login_trigger,wrong_comment,error_msg,server_header,log,date
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/Mod_Rewrite_Shop/,-,-,-,-,-,-,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190337460.log,2023/05/11 19:03:37
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/Mod_Rewrite_Shop/,nginx,nginx,1.19.0,nginx/1.19.0,Web,Cannot search.,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190337460.log,2023/05/11 19:03:37
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/Mod_Rewrite_Shop/,nginx,nginx,*,nginx,Web,Cannot search.,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190337460.log,2023/05/11 19:03:37
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/Mod_Rewrite_Shop/,php,php,5.6.40,PHP/5.6.40,Language,Cannot search.,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190337460.log,2023/05/11 19:03:37
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/privacy.php,-,-,-,-,-,-,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190339293.log,2023/05/11 19:03:39
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/privacy.php,nginx,nginx,1.19.0,nginx/1.19.0,Web,Cannot search.,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190339293.log,2023/05/11 19:03:39
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/privacy.php,nginx,nginx,*,nginx,Web,Cannot search.,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190339293.log,2023/05/11 19:03:39
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/privacy.php,php,php,5.6.40,PHP/5.6.40,Language,Cannot search.,"Log : - %
Url : 0.0 %","Log : -
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190339293.log,2023/05/11 19:03:39
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/artists.php?artist=3,-,-,-,-,-,-,"Log : 25.0 %
Url : 0.0 %","Log : Name'@Name""
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190340541.log,2023/05/11 19:03:40
testphp.vulnweb.com,44.228.249.3,80,Unknown,Crawling,http://testphp.vulnweb.com/,http://testphp.vulnweb.com:80/artists.php?artist=3,nginx,nginx,1.19.0,nginx/1.19.0,Web,Cannot search.,"Log : 25.0 %
Url : 0.0 %","Log : Name'@Name""
Url : -",-,-,Server: nginx/1.19.0,/home/anubhav/tools/GyoiThon/logs/testphp.vulnweb.com_80/http_testphp.vulnweb.com_80_20230511190340541.log,2023/05/11 19:03:40
